season;time;home;numpen;goaldiff;pendiff;ppgoal;capacity;month;timebetpens;inRow;gf1;ga1;pf1;pa1;gf2;ga2;pf2;pa2
2016-2017;48.41;0;6;-1;1;0;1;6;26.12;-1;2.38;2.43;3.20;3.18;3.08;2.15;3.18;2.98
2016-2017;57.59;0;7;0;0;0;1;6;9.18;-2;2.38;2.43;3.20;3.18;3.08;2.15;3.18;2.98
2016-2017;21.11;0;1;1;0;0;0;6;;0;;;;;2.30;2.33;2.78;3.28
2016-2017;21.19;0;2;1;-1;0;0;6;0.08;-1;2.28;2.88;3.28;3.37;2.30;2.33;2.78;3.28
2016-2017;24.32;1;3;1;-2;0;0;6;3.13;-2;2.28;2.88;3.28;3.37;2.28;2.88;3.28;3.37
2016-2017;39.18;0;4;1;-1;0;0;6;14.86;1;2.30;2.33;2.78;3.28;2.30;2.33;2.78;3.28
2016-2017;51.52;0;5;1;-2;0;0;6;12.34;-1;2.28;2.88;3.28;3.37;2.30;2.33;2.78;3.28
2016-2017;5.02;0;1;-1;0;0;0;6;;0;;;;;2.38;2.43;3.20;3.18
2016-2017;20.19;0;2;-1;-1;0;0;6;15.17;-1;2.13;2.37;2.85;3.40;2.38;2.43;3.20;3.18
2016-2017;23.54;0;3;-1;-2;0;0;6;3.35;-2;2.13;2.37;2.85;3.40;2.38;2.43;3.20;3.18
2016-2017;27.52;1;4;-1;-3;0;0;6;3.98;-3;2.13;2.37;2.85;3.40;2.13;2.37;2.85;3.40
2016-2017;2.31;0;1;0;0;0;0;6;;0;;;;;2.67;2.05;3.53;3.32
2016-2017;16.42;0;2;1;-1;0;0;6;14.11;-1;2.55;2.27;3.40;3.43;2.67;2.05;3.53;3.32
2016-2017;23.52;1;3;2;-2;1;0;6;7.1;-2;2.55;2.27;3.40;3.43;2.55;2.27;3.40;3.43
2016-2017;26.46;1;4;2;-1;0;0;6;2.94;1;2.67;2.05;3.53;3.32;2.55;2.27;3.40;3.43
2016-2017;30.54;0;5;2;0;0;0;6;4.08;2;2.67;2.05;3.53;3.32;2.67;2.05;3.53;3.32
2016-2017;37;0;6;3;-1;1;0;6;6.46;-1;2.55;2.27;3.40;3.43;2.67;2.05;3.53;3.32
2016-2017;41.09;1;7;3;-2;0;0;6;4.09;-2;2.55;2.27;3.40;3.43;2.55;2.27;3.40;3.43
2016-2017;59.07;1;8;3;-1;0;0;6;17.98;1;2.67;2.05;3.53;3.32;2.55;2.27;3.40;3.43
2016-2017;17.09;0;1;0;0;0;0;6;;0;;;;;1.93;3.02;3.40;3.67
2016-2017;27;0;2;0;-1;0;0;6;9.91;-1;3.08;2.15;3.18;2.98;1.93;3.02;3.40;3.67
2016-2017;47.49;0;3;0;-2;0;0;6;20.49;-2;3.08;2.15;3.18;2.98;1.93;3.02;3.40;3.67
2016-2017;57.53;1;4;0;-3;0;0;6;10.04;-3;3.08;2.15;3.18;2.98;3.08;2.15;3.18;2.98
2016-2017;62.51;0;5;0;-2;0;0;6;4.98;1;1.93;3.02;3.40;3.67;1.93;3.02;3.40;3.67
2016-2017;3.08;0;1;0;0;0;0;6;;0;;;;;2.13;2.82;3.22;3.47
2016-2017;5.17;0;2;1;-1;0;0;6;2.09;-1;2.45;2.27;3.00;3.20;2.13;2.82;3.22;3.47
2016-2017;8.43;1;3;1;-2;0;0;6;3.26;-2;2.45;2.27;3.00;3.20;2.45;2.27;3.00;3.20
2016-2017;10.22;0;4;1;-1;0;0;6;1.79;1;2.13;2.82;3.22;3.47;2.13;2.82;3.22;3.47
2016-2017;23.37;0;5;1;-2;0;0;6;13.15;-1;2.45;2.27;3.00;3.20;2.13;2.82;3.22;3.47
2016-2017;25.01;1;6;2;-3;1;0;6;1.64;-2;2.45;2.27;3.00;3.20;2.45;2.27;3.00;3.20
2016-2017;25.01;1;7;2;-2;0;0;6;0;1;2.13;2.82;3.22;3.47;2.45;2.27;3.00;3.20
2016-2017;37.09;1;8;2;-1;1;0;6;12.08;2;2.13;2.82;3.22;3.47;2.45;2.27;3.00;3.20
2016-2017;42.43;1;9;2;0;1;0;6;5.34;3;2.13;2.82;3.22;3.47;2.45;2.27;3.00;3.20
2016-2017;46.43;1;10;0;1;1;0;6;4;4;2.13;2.82;3.22;3.47;2.45;2.27;3.00;3.20
2016-2017;56.15;0;11;0;2;0;0;6;9.72;5;2.13;2.82;3.22;3.47;2.13;2.82;3.22;3.47
2016-2017;15.42;1;1;0;0;0;0;6;;0;;;;;1.93;3.02;3.40;3.67
2016-2017;16.15;0;2;0;1;0;0;6;0.73;1;2.30;2.33;2.78;3.28;2.30;2.33;2.78;3.28
2016-2017;23.4;1;3;0;0;0;0;6;7.25;-1;1.93;3.02;3.40;3.67;1.93;3.02;3.40;3.67
2016-2017;27.02;1;4;-1;1;1;0;6;3.62;1;2.30;2.33;2.78;3.28;1.93;3.02;3.40;3.67
2016-2017;38.03;0;5;-1;2;0;0;6;11.01;2;2.30;2.33;2.78;3.28;2.30;2.33;2.78;3.28
2016-2017;45.03;1;6;0;1;0;0;6;7;-1;1.93;3.02;3.40;3.67;1.93;3.02;3.40;3.67
2016-2017;47.46;0;7;0;2;0;0;6;2.43;1;2.30;2.33;2.78;3.28;2.30;2.33;2.78;3.28
2016-2017;49.07;1;8;0;1;0;0;6;1.61;-1;1.93;3.02;3.40;3.67;1.93;3.02;3.40;3.67
2016-2017;57.34;0;9;3;2;0;0;6;8.27;1;2.30;2.33;2.78;3.28;2.30;2.33;2.78;3.28
2016-2017;3.52;1;1;0;0;0;0;6;;0;;;;;2.52;2.95;3.42;3.52
2016-2017;12.54;0;2;0;1;0;0;6;9.02;1;2.80;2.33;4.10;3.25;2.80;2.33;4.10;3.25
2016-2017;16.04;0;3;0;0;0;0;6;3.5;-1;2.52;2.95;3.42;3.52;2.80;2.33;4.10;3.25
2016-2017;27.17;0;4;0;-1;0;0;6;11.13;-2;2.52;2.95;3.42;3.52;2.80;2.33;4.10;3.25
2016-2017;29.14;0;5;0;-2;0;0;6;1.97;-3;2.52;2.95;3.42;3.52;2.80;2.33;4.10;3.25
2016-2017;37.22;1;6;-2;-3;0;0;6;8.08;-4;2.52;2.95;3.42;3.52;2.52;2.95;3.42;3.52
2016-2017;52.35;1;7;-1;-2;0;0;6;15.13;1;2.80;2.33;4.10;3.25;2.52;2.95;3.42;3.52
2016-2017;39.52;1;1;-1;0;0;0;6;;0;;;;;2.67;2.05;3.53;3.32
2016-2017;47.47;0;2;-1;1;0;0;6;7.95;1;3.08;2.15;3.18;2.98;3.08;2.15;3.18;2.98
2016-2017;52.44;1;3;0;0;0;0;6;4.97;-1;2.67;2.05;3.53;3.32;2.67;2.05;3.53;3.32
2016-2017;56.58;0;4;-1;1;1;0;6;4.14;1;3.08;2.15;3.18;2.98;3.08;2.15;3.18;2.98
2016-2017;62.29;0;5;0;0;1;0;6;5.71;-1;2.67;2.05;3.53;3.32;3.08;2.15;3.18;2.98
2016-2017;4.51;1;1;0;0;0;0;6;;0;;;;;2.62;2.50;3.73;3.58
2016-2017;20.42;0;4;0;1;0;0;6;15.91;1;2.78;2.05;3.62;3.27;2.78;2.05;3.62;3.27
2016-2017;21.16;0;5;0;0;0;0;6;0.74;-1;2.62;2.50;3.73;3.58;2.78;2.05;3.62;3.27
2016-2017;55.35;1;6;1;-1;0;0;6;34.19;-2;2.62;2.50;3.73;3.58;2.62;2.50;3.73;3.58
2016-2017;22.3;1;1;-1;0;0;0;6;;0;;;;;2.13;2.35;3.15;2.95
2016-2017;28.41;1;2;-2;1;0;0;6;6.11;1;2.13;2.37;2.85;3.40;2.13;2.35;3.15;2.95
2016-2017;47;0;3;-4;2;1;0;6;18.59;2;2.13;2.37;2.85;3.40;2.13;2.37;2.85;3.40
2016-2017;4.54;0;1;1;0;0;0;6;;0;;;;;2.55;2.27;3.40;3.43
2016-2017;5.17;0;2;1;-1;0;0;6;0.63;-1;2.30;2.33;2.78;3.28;2.55;2.27;3.40;3.43
2016-2017;25.09;0;3;1;-2;0;0;6;19.92;-2;2.30;2.33;2.78;3.28;2.55;2.27;3.40;3.43
2016-2017;6.16;0;1;0;0;0;0;6;;0;;;;;2.45;2.27;3.00;3.20
2016-2017;46.58;1;2;2;-1;0;0;6;40.42;-1;2.52;2.95;3.42;3.52;2.52;2.95;3.42;3.52
2016-2017;9.13;0;1;0;0;0;0;6;;0;;;;;1.93;3.02;3.40;3.67
2016-2017;14.09;1;2;0;-1;0;0;6;4.96;-1;2.38;2.43;3.20;3.18;2.38;2.43;3.20;3.18
2016-2017;18.25;1;5;0;0;0;0;6;4.16;1;1.93;3.02;3.40;3.67;2.38;2.43;3.20;3.18
2016-2017;34.35;0;6;-1;1;0;0;6;16.1;2;1.93;3.02;3.40;3.67;1.93;3.02;3.40;3.67
2016-2017;48.05;1;7;-2;0;0;0;6;13.7;-1;2.38;2.43;3.20;3.18;2.38;2.43;3.20;3.18
2016-2017;55.13;1;8;-2;1;0;0;6;7.08;1;1.93;3.02;3.40;3.67;2.38;2.43;3.20;3.18
2016-2017;6.05;0;1;1;0;0;0;6;;0;;;;;2.38;2.43;3.20;3.18
2016-2017;20.43;0;2;2;-1;0;0;6;14.38;-1;2.13;2.82;3.22;3.47;2.38;2.43;3.20;3.18
2016-2017;44.07;1;3;3;-2;0;0;6;23.64;-2;2.13;2.82;3.22;3.47;2.13;2.82;3.22;3.47
2016-2017;6.24;0;1;3;0;0;0;6;;0;;;;;2.13;2.35;3.15;2.95
2016-2017;11.17;0;2;3;-1;0;0;6;4.93;-1;2.55;2.27;3.40;3.43;2.13;2.35;3.15;2.95
2016-2017;24.11;1;3;3;-2;0;0;6;12.94;-2;2.55;2.27;3.40;3.43;2.55;2.27;3.40;3.43
2016-2017;24.36;1;4;3;-1;0;0;6;0.25;1;2.13;2.35;3.15;2.95;2.55;2.27;3.40;3.43
2016-2017;32.45;1;5;2;0;1;0;6;8.09;2;2.13;2.35;3.15;2.95;2.55;2.27;3.40;3.43
2016-2017;40.42;0;6;2;1;0;0;6;7.97;3;2.13;2.35;3.15;2.95;2.13;2.35;3.15;2.95
2016-2017;2.1;1;1;0;0;0;0;6;;0;;;;;2.78;2.05;3.62;3.27
2016-2017;10.06;0;2;-1;1;0;0;6;7.96;1;2.67;2.05;3.53;3.32;2.67;2.05;3.53;3.32
2016-2017;38.25;0;3;-1;0;0;0;6;28.19;-1;2.78;2.05;3.62;3.27;2.67;2.05;3.53;3.32
2016-2017;49.58;0;4;-1;-1;0;0;6;11.33;-2;2.78;2.05;3.62;3.27;2.67;2.05;3.53;3.32
2016-2017;51.05;1;5;-1;-2;0;0;6;1.47;-3;2.78;2.05;3.62;3.27;2.78;2.05;3.62;3.27
2016-2017;56.33;0;6;-1;-1;0;0;6;5.28;1;2.67;2.05;3.53;3.32;2.67;2.05;3.53;3.32
2016-2017;9.46;0;1;2;0;0;0;6;;0;;;;;2.80;2.33;4.10;3.25
2016-2017;18.1;0;2;3;-1;0;0;6;8.64;-1;2.45;2.27;3.00;3.20;2.80;2.33;4.10;3.25
2016-2017;35.15;0;3;3;-2;0;0;6;17.05;-2;2.45;2.27;3.00;3.20;2.80;2.33;4.10;3.25
2016-2017;35.15;1;4;3;-3;0;0;6;0;-3;2.45;2.27;3.00;3.20;2.45;2.27;3.00;3.20
2016-2017;35.15;0;5;3;-2;0;0;6;0;1;2.80;2.33;4.10;3.25;2.80;2.33;4.10;3.25
2016-2017;59.48;0;6;1;-3;0;0;6;24.33;-1;2.45;2.27;3.00;3.20;2.80;2.33;4.10;3.25
2016-2017;3.27;0;1;0;0;0;0;6;;0;;;;;2.28;2.88;3.28;3.37
2016-2017;7.41;1;2;0;-1;0;0;6;4.14;-1;2.62;2.50;3.73;3.58;2.62;2.50;3.73;3.58
2016-2017;13.34;0;3;1;0;0;0;6;5.93;1;2.28;2.88;3.28;3.37;2.28;2.88;3.28;3.37
2016-2017;18.22;1;4;1;-1;0;0;6;4.88;-1;2.62;2.50;3.73;3.58;2.62;2.50;3.73;3.58
2016-2017;36.19;0;5;1;0;0;0;6;17.97;1;2.28;2.88;3.28;3.37;2.28;2.88;3.28;3.37
2016-2017;39.53;1;6;1;-1;0;0;6;3.34;-1;2.62;2.50;3.73;3.58;2.62;2.50;3.73;3.58
2016-2017;48.19;1;7;1;0;0;0;6;8.66;1;2.28;2.88;3.28;3.37;2.62;2.50;3.73;3.58
2016-2017;10.31;0;1;-1;0;0;1;6;;0;;;;;2.13;2.37;2.85;3.40
2016-2017;26.06;0;2;0;-1;0;1;6;15.75;-1;3.08;2.15;3.18;2.98;2.13;2.37;2.85;3.40
2016-2017;59.46;1;5;-1;-2;0;1;6;33.4;-2;3.08;2.15;3.18;2.98;3.08;2.15;3.18;2.98
2016-2017;8.22;0;1;0;0;0;0;6;;0;;;;;2.45;2.27;3.00;3.20
2016-2017;15.12;1;2;-1;-1;0;0;6;6.9;-1;2.67;2.05;3.53;3.32;2.67;2.05;3.53;3.32
2016-2017;19.56;0;3;-1;0;0;0;6;4.44;1;2.45;2.27;3.00;3.20;2.45;2.27;3.00;3.20
2016-2017;30.03;1;4;-1;-1;0;0;6;10.47;-1;2.67;2.05;3.53;3.32;2.67;2.05;3.53;3.32
2016-2017;41.23;1;7;-1;0;0;0;6;11.2;1;2.45;2.27;3.00;3.20;2.67;2.05;3.53;3.32
2016-2017;44.35;1;8;-1;1;0;0;6;3.12;2;2.45;2.27;3.00;3.20;2.67;2.05;3.53;3.32
2016-2017;44.35;1;9;-1;2;0;0;6;0;3;2.45;2.27;3.00;3.20;2.67;2.05;3.53;3.32
2016-2017;51.17;0;10;-1;3;0;0;6;6.82;4;2.45;2.27;3.00;3.20;2.45;2.27;3.00;3.20
2016-2017;55.31;0;11;-1;2;0;0;6;4.14;-1;2.67;2.05;3.53;3.32;2.45;2.27;3.00;3.20
2016-2017;5.25;0;1;0;0;0;0;6;;0;;;;;1.93;3.02;3.40;3.67
2016-2017;24.09;1;2;0;-1;0;0;6;18.84;-1;2.13;2.37;2.85;3.40;2.13;2.37;2.85;3.40
2016-2017;25.29;1;3;0;0;0;0;6;1.2;1;1.93;3.02;3.40;3.67;2.13;2.37;2.85;3.40
2016-2017;35.15;1;4;0;1;0;0;6;9.86;2;1.93;3.02;3.40;3.67;2.13;2.37;2.85;3.40
2016-2017;39.49;0;5;1;2;0;0;6;4.34;3;1.93;3.02;3.40;3.67;1.93;3.02;3.40;3.67
2016-2017;16.19;0;1;-1;0;0;0;6;;0;;;;;2.13;2.82;3.22;3.47
2016-2017;28.14;0;2;-1;-1;0;0;6;11.95;-1;2.52;2.95;3.42;3.52;2.13;2.82;3.22;3.47
2016-2017;41.01;0;3;-1;-2;0;0;6;12.87;-2;2.52;2.95;3.42;3.52;2.13;2.82;3.22;3.47
2016-2017;42.1;0;4;-1;-3;0;0;6;1.09;-3;2.52;2.95;3.42;3.52;2.13;2.82;3.22;3.47
2016-2017;47.35;1;5;-2;-4;0;0;6;5.25;-4;2.52;2.95;3.42;3.52;2.52;2.95;3.42;3.52
2016-2017;2.45;0;1;0;0;0;0;6;;0;;;;;3.08;2.15;3.18;2.98
2016-2017;22.17;0;2;0;-1;0;0;6;19.72;-1;2.13;2.35;3.15;2.95;3.08;2.15;3.18;2.98
2016-2017;32.28;1;3;0;-2;0;0;6;10.11;-2;2.13;2.35;3.15;2.95;2.13;2.35;3.15;2.95
2016-2017;38.31;0;4;0;-1;0;0;6;6.03;1;3.08;2.15;3.18;2.98;3.08;2.15;3.18;2.98
2016-2017;44.52;0;5;0;-2;1;0;6;6.21;-1;2.13;2.35;3.15;2.95;3.08;2.15;3.18;2.98
2016-2017;47.11;1;6;1;-3;1;0;6;2.59;-2;2.13;2.35;3.15;2.95;2.13;2.35;3.15;2.95
2016-2017;55.5;1;7;1;-2;0;0;6;8.39;1;3.08;2.15;3.18;2.98;2.13;2.35;3.15;2.95
2016-2017;1.53;1;1;-1;0;0;0;7;;0;;;;;2.62;2.50;3.73;3.58
2016-2017;5.07;0;2;-1;1;0;0;7;3.54;1;2.30;2.33;2.78;3.28;2.30;2.33;2.78;3.28
2016-2017;14.25;1;3;0;0;0;0;7;9.18;-1;2.62;2.50;3.73;3.58;2.62;2.50;3.73;3.58
2016-2017;29.3;0;4;0;1;0;0;7;15.05;1;2.30;2.33;2.78;3.28;2.30;2.33;2.78;3.28
2016-2017;43.12;0;7;2;0;0;0;7;13.82;-1;2.62;2.50;3.73;3.58;2.30;2.33;2.78;3.28
2016-2017;53.26;1;8;3;-1;0;0;7;10.14;-2;2.62;2.50;3.73;3.58;2.62;2.50;3.73;3.58
2016-2017;3.5;0;1;0;0;0;0;7;;0;;;;;2.55;2.27;3.40;3.43
2016-2017;17;1;2;1;-1;0;0;7;13.5;-1;2.13;2.82;3.22;3.47;2.13;2.82;3.22;3.47
2016-2017;30.28;0;3;2;0;0;0;7;13.28;1;2.55;2.27;3.40;3.43;2.55;2.27;3.40;3.43
2016-2017;31.26;1;4;2;-1;0;0;7;0.98;-1;2.13;2.82;3.22;3.47;2.13;2.82;3.22;3.47
2016-2017;38.17;0;5;2;0;0;0;7;6.91;1;2.55;2.27;3.40;3.43;2.55;2.27;3.40;3.43
2016-2017;39.49;1;6;2;-1;0;0;7;1.32;-1;2.13;2.82;3.22;3.47;2.13;2.82;3.22;3.47
2016-2017;17.12;0;1;1;0;0;0;7;;0;;;;;2.38;2.43;3.20;3.18
2016-2017;57.4;0;4;1;-1;0;0;7;40.28;-1;2.78;2.05;3.62;3.27;2.38;2.43;3.20;3.18
2016-2017;7.13;0;1;0;0;0;0;7;;0;;;;;2.67;2.05;3.53;3.32
2016-2017;29.46;0;2;5;-1;0;0;7;22.33;-1;2.80;2.33;4.10;3.25;2.67;2.05;3.53;3.32
2016-2017;33.57;0;3;4;-2;0;0;7;4.11;-2;2.80;2.33;4.10;3.25;2.67;2.05;3.53;3.32
2016-2017;40.14;1;4;3;-3;0;0;7;6.57;-3;2.80;2.33;4.10;3.25;2.80;2.33;4.10;3.25
2016-2017;43.39;1;5;2;-2;1;0;7;3.25;1;2.67;2.05;3.53;3.32;2.80;2.33;4.10;3.25
2016-2017;54.42;0;6;2;-1;0;0;7;11.03;2;2.67;2.05;3.53;3.32;2.67;2.05;3.53;3.32
2016-2017;5.15;0;1;0;0;0;0;7;;0;;;;;2.28;2.88;3.28;3.37
2016-2017;24.48;1;2;2;-1;0;0;7;19.33;-1;2.13;2.37;2.85;3.40;2.13;2.37;2.85;3.40
2016-2017;29.38;0;3;1;0;1;0;7;4.9;1;2.28;2.88;3.28;3.37;2.28;2.88;3.28;3.37
2016-2017;40.22;1;4;1;-1;0;0;7;10.84;-1;2.13;2.37;2.85;3.40;2.13;2.37;2.85;3.40
2016-2017;43.48;1;5;1;0;0;0;7;3.26;1;2.28;2.88;3.28;3.37;2.13;2.37;2.85;3.40
2016-2017;47.34;0;6;0;1;1;0;7;3.86;2;2.28;2.88;3.28;3.37;2.28;2.88;3.28;3.37
2016-2017;52.04;0;7;-1;0;0;0;7;4.7;-1;2.13;2.37;2.85;3.40;2.28;2.88;3.28;3.37
2016-2017;53.11;0;8;-1;-1;0;0;7;1.07;-2;2.13;2.37;2.85;3.40;2.28;2.88;3.28;3.37
2016-2017;12.46;0;1;1;0;0;1;7;;0;;;;;2.13;2.35;3.15;2.95
2016-2017;18.21;1;2;2;-1;0;1;7;5.75;-1;2.28;2.88;3.28;3.37;2.28;2.88;3.28;3.37
2016-2017;39.57;0;3;2;0;0;1;7;21.36;1;2.13;2.35;3.15;2.95;2.13;2.35;3.15;2.95
2016-2017;42.45;0;4;2;-1;0;1;7;2.88;-1;2.28;2.88;3.28;3.37;2.13;2.35;3.15;2.95
2016-2017;56.09;1;5;3;-2;0;1;7;13.64;-2;2.28;2.88;3.28;3.37;2.28;2.88;3.28;3.37
2016-2017;12.07;1;1;1;0;0;0;7;;0;;;;;2.13;2.82;3.22;3.47
2016-2017;26.32;0;2;0;1;0;0;7;14.25;1;2.67;2.05;3.53;3.32;2.67;2.05;3.53;3.32
2016-2017;27.45;0;3;0;0;0;0;7;1.13;-1;2.13;2.82;3.22;3.47;2.67;2.05;3.53;3.32
2016-2017;39.16;1;4;1;-1;0;0;7;11.71;-2;2.13;2.82;3.22;3.47;2.13;2.82;3.22;3.47
2016-2017;41.32;0;5;0;0;1;0;7;2.16;1;2.67;2.05;3.53;3.32;2.67;2.05;3.53;3.32
2016-2017;48.33;0;6;1;-1;1;0;7;7.01;-1;2.13;2.82;3.22;3.47;2.67;2.05;3.53;3.32
2016-2017;3.37;0;1;0;0;0;0;7;;0;;;;;2.80;2.33;4.10;3.25
2016-2017;4.57;0;2;0;-1;0;0;7;1.2;-1;1.93;3.02;3.40;3.67;2.80;2.33;4.10;3.25
2016-2017;16.04;1;3;2;-2;1;0;7;11.47;-2;1.93;3.02;3.40;3.67;1.93;3.02;3.40;3.67
2016-2017;21.41;1;4;2;-1;0;0;7;5.37;1;2.80;2.33;4.10;3.25;1.93;3.02;3.40;3.67
2016-2017;27.52;0;5;3;0;0;0;7;6.11;2;2.80;2.33;4.10;3.25;2.80;2.33;4.10;3.25
2016-2017;30.53;1;6;3;-1;0;0;7;3.01;-1;1.93;3.02;3.40;3.67;1.93;3.02;3.40;3.67
2016-2017;39.49;1;7;4;0;0;0;7;8.96;1;2.80;2.33;4.10;3.25;1.93;3.02;3.40;3.67
2016-2017;44.2;0;8;4;1;0;0;7;4.71;2;2.80;2.33;4.10;3.25;2.80;2.33;4.10;3.25
2016-2017;53.46;0;9;6;0;1;0;7;9.26;-1;1.93;3.02;3.40;3.67;2.80;2.33;4.10;3.25
2016-2017;58.15;0;10;6;-1;0;0;7;4.69;-2;1.93;3.02;3.40;3.67;2.80;2.33;4.10;3.25
2016-2017;59.51;0;11;6;-2;0;0;7;1.36;-3;1.93;3.02;3.40;3.67;2.80;2.33;4.10;3.25
2016-2017;5.22;0;1;0;0;0;1;7;;0;;;;;2.45;2.27;3.00;3.20
2016-2017;7.57;1;2;0;-1;0;1;7;2.35;-1;2.30;2.33;2.78;3.28;2.30;2.33;2.78;3.28
2016-2017;14.2;0;3;0;0;0;1;7;6.63;1;2.45;2.27;3.00;3.20;2.45;2.27;3.00;3.20
2016-2017;29.25;0;4;-1;-1;0;1;7;15.05;-1;2.30;2.33;2.78;3.28;2.45;2.27;3.00;3.20
2016-2017;19.45;1;1;0;0;0;1;7;;0;;;;;2.38;2.43;3.20;3.18
2016-2017;23.31;1;2;-1;1;0;1;7;3.86;1;2.52;2.95;3.42;3.52;2.38;2.43;3.20;3.18
2016-2017;38.17;0;3;-2;2;0;1;7;14.86;2;2.52;2.95;3.42;3.52;2.52;2.95;3.42;3.52
2016-2017;56.47;0;4;-2;1;0;1;7;18.3;-1;2.38;2.43;3.20;3.18;2.52;2.95;3.42;3.52
2016-2017;6.47;1;1;0;0;0;0;7;;0;;;;;3.08;2.15;3.18;2.98
2016-2017;6.47;1;2;0;1;0;0;7;0;1;2.78;2.05;3.62;3.27;3.08;2.15;3.18;2.98
2016-2017;11.33;0;3;0;2;0;0;7;4.86;2;2.78;2.05;3.62;3.27;2.78;2.05;3.62;3.27
2016-2017;28.35;0;4;-1;1;0;0;7;17.02;-1;3.08;2.15;3.18;2.98;2.78;2.05;3.62;3.27
2016-2017;31.28;1;5;-1;0;0;0;7;2.93;-2;3.08;2.15;3.18;2.98;3.08;2.15;3.18;2.98
2016-2017;31.28;0;6;-1;1;0;0;7;0;1;2.78;2.05;3.62;3.27;2.78;2.05;3.62;3.27
2016-2017;36.42;1;7;-1;0;0;0;7;5.14;-1;3.08;2.15;3.18;2.98;3.08;2.15;3.18;2.98
2016-2017;36.42;0;8;-1;1;0;0;7;0;1;2.78;2.05;3.62;3.27;2.78;2.05;3.62;3.27
2016-2017;45.39;1;9;0;0;0;0;7;8.97;-1;3.08;2.15;3.18;2.98;3.08;2.15;3.18;2.98
2016-2017;50.05;0;10;0;1;0;0;7;4.66;1;2.78;2.05;3.62;3.27;2.78;2.05;3.62;3.27
2016-2017;6.56;0;1;0;0;0;0;7;;0;;;;;2.13;2.37;2.85;3.40
2016-2017;27.36;1;2;-1;-1;0;0;7;20.8;-1;2.55;2.27;3.40;3.43;2.55;2.27;3.40;3.43
2016-2017;30.54;0;3;-1;0;0;0;7;3.18;1;2.13;2.37;2.85;3.40;2.13;2.37;2.85;3.40
2016-2017;50.42;0;4;-1;-1;0;0;7;19.88;-1;2.55;2.27;3.40;3.43;2.13;2.37;2.85;3.40
2016-2017;4.48;1;1;-1;0;0;0;7;;0;;;;;2.45;2.27;3.00;3.20
2016-2017;4.55;0;2;-1;1;0;0;7;0.07;1;2.55;2.27;3.40;3.43;2.55;2.27;3.40;3.43
2016-2017;29.01;0;7;-1;0;0;0;7;24.46;-1;2.45;2.27;3.00;3.20;2.55;2.27;3.40;3.43
2016-2017;29.13;1;8;-1;-1;0;0;7;0.12;-2;2.45;2.27;3.00;3.20;2.45;2.27;3.00;3.20
2016-2017;33.03;0;9;-1;0;0;0;7;3.9;1;2.55;2.27;3.40;3.43;2.55;2.27;3.40;3.43
2016-2017;58.41;0;10;-1;-1;0;0;7;25.38;-1;2.45;2.27;3.00;3.20;2.55;2.27;3.40;3.43
2016-2017;17.4;0;1;0;0;0;1;7;;0;;;;;2.13;2.35;3.15;2.95
2016-2017;24.17;1;2;0;-1;0;1;7;6.77;-1;2.67;2.05;3.53;3.32;2.67;2.05;3.53;3.32
2016-2017;36.51;0;3;-1;0;0;1;7;12.34;1;2.13;2.35;3.15;2.95;2.13;2.35;3.15;2.95
2016-2017;52.41;0;4;-1;-1;0;1;7;15.9;-1;2.67;2.05;3.53;3.32;2.13;2.35;3.15;2.95
2016-2017;58.34;0;5;-1;-2;0;1;7;5.93;-2;2.67;2.05;3.53;3.32;2.13;2.35;3.15;2.95
2016-2017;33.15;1;1;-2;0;0;0;7;;0;;;;;2.38;2.43;3.20;3.18
2016-2017;38.3;0;2;-2;1;0;0;7;5.15;1;2.28;2.88;3.28;3.37;2.28;2.88;3.28;3.37
2016-2017;43.03;0;3;-2;0;0;0;7;4.73;-1;2.38;2.43;3.20;3.18;2.28;2.88;3.28;3.37
2016-2017;44.27;0;4;-2;-1;1;0;7;1.24;-2;2.38;2.43;3.20;3.18;2.28;2.88;3.28;3.37
2016-2017;55.32;1;5;-1;-2;0;0;7;11.05;-3;2.38;2.43;3.20;3.18;2.38;2.43;3.20;3.18
2016-2017;5.13;0;1;0;0;0;0;7;;0;;;;;2.52;2.95;3.42;3.52
2016-2017;8.27;1;2;-1;-1;0;0;7;3.14;-1;2.30;2.33;2.78;3.28;2.30;2.33;2.78;3.28
2016-2017;24.54;0;3;-1;0;0;0;7;16.27;1;2.52;2.95;3.42;3.52;2.52;2.95;3.42;3.52
2016-2017;29.04;1;4;0;-1;1;0;7;4.5;-1;2.30;2.33;2.78;3.28;2.30;2.33;2.78;3.28
2016-2017;36.18;0;5;0;0;0;0;7;7.14;1;2.52;2.95;3.42;3.52;2.52;2.95;3.42;3.52
2016-2017;48.06;0;6;2;-1;0;0;7;11.88;-1;2.30;2.33;2.78;3.28;2.52;2.95;3.42;3.52
2016-2017;54.24;0;7;2;-2;1;0;7;6.18;-2;2.30;2.33;2.78;3.28;2.52;2.95;3.42;3.52
2016-2017;56.15;0;8;2;-3;0;0;7;1.91;-3;2.30;2.33;2.78;3.28;2.52;2.95;3.42;3.52
2016-2017;57.16;1;9;2;-4;0;0;7;1.01;-4;2.30;2.33;2.78;3.28;2.30;2.33;2.78;3.28
2016-2017;59.54;1;10;2;-3;0;0;7;2.38;1;2.52;2.95;3.42;3.52;2.30;2.33;2.78;3.28
2016-2017;7.49;0;1;1;0;0;0;7;;0;;;;;2.62;2.50;3.73;3.58
